HABIT,GROUP,DATE,DAY,TIME,VALUE,NOTE
TBms,,20190225,MON,10.34.44,1.0,
TBms,,20190225,MON,16.33.55,1.0,
TBms,,20190226,TUE,10.20.39,1.0,
TBms,,20190227,WED,16.19.54,1.0,
TBms,,20190228,THU,10.47.19,1.0,
TBms,,20190228,THU,17.5.56,1.0,
TBms,,20190301,FRI,10.1.10,1.0,
TBms,,20190301,FRI,13.26.10,1.0,
TBms,,20190302,SAT,9.57.20,1.0,
TBms,,20190303,SUN,20.31.49,1.0,
TBms,,20190304,MON,12.19.57,1.0,
TBms,,20190304,MON,16.43.34,1.0,
TBms,,20190305,TUE,10.42.45,1.0,
TBms,,20190306,WED,12.0.0,1.0,
TBms,,20190307,THU,14.55.14,1.0,
TBms,,20190307,THU,14.55.15,1.0,
TBms,,20190308,FRI,11.5.31,1.0,
TBms,,20190309,SAT,23.4.58,1.0,
TBms,,20190311,MON,20.15.29,1.0,
TBms,,20190311,MON,20.15.29,1.0,
TBms,,20190312,TUE,13.0.58,1.0,
TBms,,20190313,WED,11.36.22,1.0,
TBms,,20190314,THU,10.21.41,1.0,
TBms,,20190223,SAT,12.9.31,1.0,
TBms,,20190224,SUN,12.0.0,1.0,
TBms,,20190225,MON,10.34.44,1.0,
TBms,,20190225,MON,16.33.55,1.0,
TBms,,20190226,TUE,10.20.39,1.0,
TBms,,20190227,WED,16.19.54,1.0,
TBms,,20190228,THU,10.47.19,1.0,
TBms,,20190228,THU,17.5.56,1.0,
TBms,,20190301,FRI,10.1.10,1.0,
TBms,,20190301,FRI,13.26.10,1.0,
TBms,,20190302,SAT,9.57.20,1.0,
TBms,,20190303,SUN,20.31.49,1.0,
TBms,,20190304,MON,12.19.57,1.0,
TBms,,20190304,MON,16.43.34,1.0,
TBms,,20190305,TUE,10.42.45,1.0,
TBms,,20190306,WED,12.0.0,1.0,
TBms,,20190307,THU,14.55.14,1.0,
TBms,,20190307,THU,14.55.15,1.0,
TBms,,20190308,FRI,11.5.31,1.0,
TBms,,20190309,SAT,23.4.58,1.0,
TBms,,20190311,MON,20.15.29,1.0,
TBms,,20190311,MON,20.15.29,1.0,
TBms,,20190312,TUE,13.0.58,1.0,
TBms,,20190313,WED,11.36.22,1.0,
TBms,,20190314,THU,10.21.41,1.0,
TBms,,20190315,FRI,15.45.48,1.0,
TBms,,20190316,SAT,18.20.1,1.0,
TBms,,20190318,MON,16.46.44,1.0,
TBms,,20190319,TUE,10.25.47,1.0,
TBms,,20190320,WED,12.35.5,1.0,
TBms,,20190321,THU,19.12.45,1.0,
TBms,,20190322,FRI,11.44.41,1.0,
TBms,,20190323,SAT,12.0.0,1.0,
TBms,,20190323,SAT,19.9.6,1.0,
TBms,,20190324,SUN,12.0.0,1.0,
TBms,,20190325,MON,9.58.49,1.0,
TBms,,20190326,TUE,13.40.22,1.0,
TBms,,20190327,WED,14.48.34,1.0,
TBms,,20190327,WED,14.48.35,1.0,
TBms,,20190329,FRI,9.43.29,1.0,
TBms,,20190329,FRI,12.0.0,1.0,
TBms,,20190330,SAT,14.0.19,1.0,
TBms,,20190330,SAT,14.0.25,1.0,
TBms,,20190331,SUN,12.0.0,1.0,
TBms,,20190401,MON,12.0.0,1.0,
TBms,,20190402,TUE,17.3.53,1.0,
TBms,,20190403,WED,10.58.37,1.0,
TBms,,20190403,WED,16.33.46,1.0,
TBms,,20190404,THU,10.58.2,1.0,
TBms,,20190405,FRI,12.34.58,1.0,
TBms,,20190406,SAT,18.44.48,1.0,
TBms,,20190407,SUN,9.17.52,1.0,
TBms,,20190408,MON,9.33.29,1.0,
TBms,,20190408,MON,10.0.12,1.0,
TBms,,20190409,TUE,12.0.0,1.0,
TBms,,20190410,WED,9.15.30,1.0,
TBms,,20190322,FRI,11.44.41,1.0,
TBms,,20190323,SAT,12.0.0,1.0,
TBms,,20190323,SAT,19.9.6,1.0,
TBms,,20190324,SUN,12.0.0,1.0,
TBms,,20190325,MON,9.58.49,1.0,
TBms,,20190326,TUE,13.40.22,1.0,
TBms,,20190327,WED,14.48.34,1.0,
TBms,,20190327,WED,14.48.35,1.0,
TBms,,20190329,FRI,9.43.29,1.0,
TBms,,20190329,FRI,12.0.0,1.0,
TBms,,20190330,SAT,14.0.19,1.0,
TBms,,20190330,SAT,14.0.25,1.0,
TBms,,20190331,SUN,12.0.0,1.0,
TBms,,20190401,MON,12.0.0,1.0,
TBms,,20190402,TUE,17.3.53,1.0,
TBms,,20190403,WED,10.58.37,1.0,
TBms,,20190403,WED,16.33.46,1.0,
TBms,,20190404,THU,10.58.2,1.0,
TBms,,20190405,FRI,12.34.58,1.0,
TBms,,20190406,SAT,18.44.48,1.0,
TBms,,20190407,SUN,9.17.52,1.0,
TBms,,20190408,MON,9.33.29,1.0,
TBms,,20190408,MON,10.0.12,1.0,
TBms,,20190409,TUE,12.0.0,1.0,
TBms,,20190410,WED,9.15.30,1.0,
TBms,,20190411,THU,10.9.11,1.0,
TBms,,20190412,FRI,9.57.51,1.0,
TBms,,20190413,SAT,12.0.0,1.0,
TBms,,20190414,SUN,10.40.44,1.0,
TBms,,20190415,MON,13.38.26,1.0,
TBms,,20190416,TUE,17.19.13,1.0,
TBms,,20190417,WED,10.2.26,1.0,
TBms,,20190418,THU,10.3.52,1.0,
TBms,,20190419,FRI,9.7.52,1.0,
TBms,,20190419,FRI,9.7.52,1.0,
TBms,,20190419,FRI,9.7.58,1.0,
TBms,,20190420,SAT,12.0.0,1.0,
TBms,,20190422,MON,15.32.38,1.0,
TBms,,20190423,TUE,12.21.4,1.0,
TBms,,20190424,WED,10.4.15,1.0,
TBms,,20190425,THU,9.56.5,1.0,
TBms,,20190426,FRI,12.0.0,1.0,
TBms,,20190427,SAT,12.0.7,1.0,
TBms,,20190429,MON,11.11.6,1.0,
TBms,,20190430,TUE,12.36.56,1.0,
TBms,,20190501,WED,15.47.49,1.0,
TBms,,20190502,THU,10.55.42,1.0,
TBms,,20190502,THU,17.33.40,1.0,
TBms,,20190504,SAT,19.13.38,1.0,
TBms,,20190505,SUN,8.20.59,1.0,
TBms,,20190506,MON,15.59.22,1.0,
TBms,,20190507,TUE,15.41.23,1.0,
TBms,,20190509,THU,19.15.22,1.0,
TBms,,20190510,FRI,18.41.14,1.0,
TBms,,20190416,TUE,17.19.13,1.0,
TBms,,20190417,WED,10.2.26,1.0,
TBms,,20190418,THU,10.3.52,1.0,
TBms,,20190419,FRI,9.7.52,1.0,
TBms,,20190419,FRI,9.7.52,1.0,
TBms,,20190419,FRI,9.7.58,1.0,
TBms,,20190420,SAT,12.0.0,1.0,
TBms,,20190422,MON,15.32.38,1.0,
TBms,,20190423,TUE,12.21.4,1.0,
TBms,,20190424,WED,10.4.15,1.0,
TBms,,20190425,THU,9.56.5,1.0,
TBms,,20190426,FRI,12.0.0,1.0,
TBms,,20190427,SAT,12.0.7,1.0,
TBms,,20190429,MON,11.11.6,1.0,
TBms,,20190430,TUE,12.36.56,1.0,
TBms,,20190501,WED,15.47.49,1.0,
TBms,,20190502,THU,10.55.42,1.0,
TBms,,20190502,THU,17.33.40,1.0,
TBms,,20190504,SAT,19.13.38,1.0,
TBms,,20190505,SUN,8.20.59,1.0,
TBms,,20190506,MON,15.59.22,1.0,
TBms,,20190507,TUE,15.41.23,1.0,
TBms,,20190509,THU,19.15.22,1.0,
TBms,,20190510,FRI,18.41.14,1.0,
TBms,,20190511,SAT,13.13.45,1.0,
TBms,,20190512,SUN,17.33.46,1.0,
TBms,,20190513,MON,13.42.10,1.0,
TBms,,20190513,MON,16.56.45,1.0,
TBms,,20190514,TUE,17.8.32,1.0,
TBms,,20190515,WED,11.54.12,1.0,
TBms,,20190516,THU,7.38.7,1.0,
TBms,,20190516,THU,9.29.32,1.0,
TBms,,20190517,FRI,12.0.0,1.0,
TBms,,20190518,SAT,12.0.0,1.0,
TBms,,20190519,SUN,10.24.10,1.0,
TBms,,20190520,MON,12.0.0,1.0,
TBms,,20190521,TUE,10.5.7,1.0,
TBms,,20190522,WED,12.0.0,1.0,
TBms,,20190523,THU,12.0.0,1.0,
TBms,,20190524,FRI,12.0.0,1.0,
TBms,,20190525,SAT,11.36.58,1.0,
TBms,,20190526,SUN,13.59.27,1.0,
TBms,,20190527,MON,12.0.0,1.0,
TBms,,20190529,WED,14.22.19,1.0,
TBms,,20190530,THU,18.33.7,1.0,
TBms,,20190531,FRI,12.4.43,1.0,
TBms,,20190531,FRI,15.45.51,1.0,
TBms,,20190602,SUN,7.59.1,1.0,
TBms,,20190603,MON,12.0.0,1.0,
TBms,,20190604,TUE,12.0.0,1.0,
TBms,,20190605,WED,12.0.0,1.0,
TBms,,20190606,THU,10.23.27,1.0,
TBms,,20190606,THU,14.58.9,1.0,
TBms,,20190514,TUE,17.8.32,1.0,
TBms,,20190515,WED,11.54.12,1.0,
TBms,,20190516,THU,7.38.7,1.0,
TBms,,20190516,THU,9.29.32,1.0,
TBms,,20190517,FRI,12.0.0,1.0,
TBms,,20190518,SAT,12.0.0,1.0,
TBms,,20190519,SUN,10.24.10,1.0,
TBms,,20190520,MON,12.0.0,1.0,
TBms,,20190521,TUE,10.5.7,1.0,
TBms,,20190522,WED,12.0.0,1.0,
TBms,,20190523,THU,12.0.0,1.0,
TBms,,20190524,FRI,12.0.0,1.0,
TBms,,20190525,SAT,11.36.58,1.0,
TBms,,20190526,SUN,13.59.27,1.0,
TBms,,20190527,MON,12.0.0,1.0,
TBms,,20190529,WED,14.22.19,1.0,
TBms,,20190530,THU,18.33.7,1.0,
TBms,,20190531,FRI,12.4.43,1.0,
TBms,,20190531,FRI,15.45.51,1.0,
TBms,,20190602,SUN,7.59.1,1.0,
TBms,,20190603,MON,12.0.0,1.0,
TBms,,20190604,TUE,12.0.0,1.0,
TBms,,20190605,WED,12.0.0,1.0,
TBms,,20190606,THU,10.23.27,1.0,
TBms,,20190606,THU,14.58.9,1.0,
TBms,,20190607,FRI,8.34.53,1.0,
TBms,,20190608,SAT,13.50.17,1.0,
TBms,,20190609,SUN,12.0.0,1.0,
TBms,,20190610,MON,13.43.24,1.0,
TBms,,20190611,TUE,12.48.9,1.0,
TBms,,20190612,WED,10.38.49,1.0,
TBms,,20190613,THU,11.46.8,1.0,
TBms,,20190614,FRI,9.13.55,1.0,
TBms,,20190615,SAT,8.8.22,1.0,
TBms,,20190616,SUN,15.14.40,1.0,
TBms,,20190616,SUN,17.19.23,1.0,
TBms,,20190618,TUE,10.6.1,1.0,
TBms,,20190619,WED,12.0.0,1.0,
TBms,,20190620,THU,12.6.27,1.0,
laundry,,20211118,THU,13.18.9,1.0,
laundry,,20211122,MON,12.0.0,1.0,
laundry,,20211202,THU,12.0.0,1.0,
laundry,,20211209,THU,12.0.0,1.0,
laundry,,20211217,FRI,11.21.2,1.0,
laundry,,20211220,MON,8.47.56,1.0,
laundry,,20220105,WED,9.28.28,1.0,
laundry,,20220112,WED,8.47.49,1.0,
laundry,,20220117,MON,12.16.20,1.0,
laundry,,20220131,MON,11.13.53,1.0,
laundry,,20220214,MON,10.27.48,1.0,
laundry,,20220222,TUE,12.58.37,1.0,
laundry,,20220306,SUN,12.0.0,1.0,
laundry,,20220314,MON,13.3.53,1.0,
laundry,,20220322,TUE,13.22.44,1.0,
laundry,,20220328,MON,10.6.57,1.0,
laundry,,20220609,THU,4.0.0,1.0,
laundry,,20220826,FRI,12.12.23,1.0,
Migraine,,20180829,WED,14.36.41,1.0,
Migraine,,20180903,MON,19.41.47,1.0,
Migraine,,20180904,TUE,20.10.24,1.0,
Migraine,,20180922,SAT,8.29.7,1.0,
Migraine,,20180930,SUN,10.7.59,1.0,
Migraine,,20181009,TUE,4.9.40,1.0,
Migraine,,20181012,FRI,16.33.32,1.0,
Migraine,,20181025,THU,16.57.16,1.0,
Migraine,,20181027,SAT,16.57.33,1.0,
Migraine,,20181106,TUE,14.48.21,1.0,
Migraine,,20181116,FRI,16.10.4,1.0,
Migraine,,20181130,FRI,5.20.29,1.0,
Migraine,,20181201,SAT,6.13.6,1.0,
Migraine,,20181201,SAT,17.41.31,1.0,
Migraine,,20181231,MON,12.0.0,1.0,
Migraine,,20190302,SAT,9.57.24,1.0,
Migraine,,20190310,SUN,9.33.49,1.0,
Migraine,,20190315,FRI,12.0.0,1.0,
Migraine,,20190318,MON,7.44.5,1.0,
Migraine,,20190331,SUN,10.6.35,1.0,
Migraine,,20190405,FRI,14.43.24,1.0,
Migraine,,20190405,FRI,19.51.24,1.0,
Migraine,,20190406,SAT,18.44.50,1.0,
Migraine,,20190412,FRI,15.39.0,1.0,
Migraine,,20190419,FRI,14.6.51,1.0,
Migraine,,20190425,THU,12.0.0,1.0,
Migraine,,20190427,SAT,12.0.0,1.0,
Migraine,,20190505,SUN,8.21.3,1.0,
Migraine,,20190511,SAT,12.0.0,1.0,
Migraine,,20190518,SAT,12.0.0,1.0,
Migraine,,20190524,FRI,23.48.40,1.0,
Migraine,,20190531,FRI,22.59.15,1.0,
Migraine,,20190602,SUN,7.40.52,1.0,
Migraine,,20190607,FRI,12.0.0,1.0,
Migraine,,20190608,SAT,20.6.33,1.0,
Migraine,,20190614,FRI,18.6.1,1.0,
Migraine,,20190628,FRI,12.0.0,1.0,
Migraine,,20190629,SAT,12.0.0,1.0,
Migraine,,20190629,SAT,12.0.0,1.0,
Migraine,,20190731,WED,16.11.34,1.0,
Migraine,,20190808,THU,18.8.6,1.0,
Migraine,,20190907,SAT,9.29.54,1.0,
Migraine,,20190912,THU,12.0.0,1.0,
Migraine,,20190916,MON,9.25.45,1.0,
Migraine,,20190925,WED,3.16.20,1.0,
Migraine,,20190925,WED,16.13.34,1.0,
Migraine,,20190926,THU,23.5.17,1.0,
Migraine,,20191003,THU,11.32.5,1.0,
Migraine,,20191003,THU,13.0.8,1.0,
Migraine,,20191004,FRI,15.55.40,1.0,
Migraine,,20191026,SAT,12.54.23,1.0,
Migraine,,20191101,FRI,10.25.6,1.0,
Migraine,,20190505,SUN,8.21.3,1.0,
Migraine,,20190511,SAT,12.0.0,1.0,
Migraine,,20190518,SAT,12.0.0,1.0,
Migraine,,20190524,FRI,23.48.40,1.0,
Migraine,,20190531,FRI,22.59.15,1.0,
Migraine,,20190602,SUN,7.40.52,1.0,
Migraine,,20190607,FRI,12.0.0,1.0,
Migraine,,20190608,SAT,20.6.33,1.0,
Migraine,,20190614,FRI,18.6.1,1.0,
Migraine,,20190628,FRI,12.0.0,1.0,
Migraine,,20190629,SAT,12.0.0,1.0,
Migraine,,20190629,SAT,12.0.0,1.0,
Migraine,,20190731,WED,16.11.34,1.0,
Migraine,,20190808,THU,18.8.6,1.0,
Migraine,,20190907,SAT,9.29.54,1.0,
Migraine,,20190912,THU,12.0.0,1.0,
Migraine,,20190916,MON,9.25.45,1.0,
Migraine,,20190925,WED,3.16.20,1.0,
Migraine,,20190925,WED,16.13.34,1.0,
Migraine,,20190926,THU,23.5.17,1.0,
Migraine,,20191003,THU,11.32.5,1.0,
Migraine,,20191003,THU,13.0.8,1.0,
Migraine,,20191004,FRI,15.55.40,1.0,
Migraine,,20191026,SAT,12.54.23,1.0,
Migraine,,20191101,FRI,10.25.6,1.0,
Migraine,,20191106,WED,12.0.0,1.0,
Migraine,,20191112,TUE,12.0.0,1.0,
Migraine,,20191115,FRI,7.55.9,1.0,
Migraine,,20191120,WED,15.43.8,1.0,
Migraine,,20191121,THU,17.22.51,1.0,
Migraine,,20191127,WED,12.0.0,1.0,
Migraine,,20191130,SAT,9.10.29,1.0,
Migraine,,20191204,WED,14.12.11,1.0,
Migraine,,20191210,TUE,12.0.0,1.0,
Migraine,,20191211,WED,12.0.0,1.0,
Migraine,,20191216,MON,12.0.0,1.0,
Migraine,,20191221,SAT,12.0.0,1.0,
Migraine,,20191223,MON,13.59.6,1.0,
Migraine,,20191224,TUE,10.0.0,1.0,
Migraine,,20191228,SAT,5.29.12,1.0,
Migraine,,20191231,TUE,20.40.33,1.0,
Migraine,,20200103,FRI,20.0.24,1.0,
Migraine,,20200107,TUE,12.0.0,1.0,
Migraine,,20200124,FRI,12.0.0,1.0,
Migraine,,20200129,WED,14.33.20,1.0,
Migraine,,20200202,SUN,12.0.0,1.0,
Migraine,,20200203,MON,12.0.0,1.0,
Migraine,,20200226,WED,11.44.30,1.0,
Migraine,,20200307,SAT,14.28.53,1.0,
Migraine,,20200328,SAT,22.40.51,1.0,
Migraine,,20200328,SAT,22.40.52,1.0,
Migraine,,20191112,TUE,12.0.0,1.0,
Migraine,,20191115,FRI,7.55.9,1.0,
Migraine,,20191120,WED,15.43.8,1.0,
Migraine,,20191121,THU,17.22.51,1.0,
Migraine,,20191127,WED,12.0.0,1.0,
Migraine,,20191130,SAT,9.10.29,1.0,
Migraine,,20191204,WED,14.12.11,1.0,
Migraine,,20191210,TUE,12.0.0,1.0,
Migraine,,20191211,WED,12.0.0,1.0,
Migraine,,20191216,MON,12.0.0,1.0,
Migraine,,20191221,SAT,12.0.0,1.0,
Migraine,,20191223,MON,13.59.6,1.0,
Migraine,,20191224,TUE,10.0.0,1.0,
Migraine,,20191228,SAT,5.29.12,1.0,
Migraine,,20191231,TUE,20.40.33,1.0,
Migraine,,20200103,FRI,20.0.24,1.0,
Migraine,,20200107,TUE,12.0.0,1.0,
Migraine,,20200124,FRI,12.0.0,1.0,
Migraine,,20200129,WED,14.33.20,1.0,
Migraine,,20200202,SUN,12.0.0,1.0,
Migraine,,20200203,MON,12.0.0,1.0,
Migraine,,20200226,WED,11.44.30,1.0,
Migraine,,20200307,SAT,14.28.53,1.0,
Migraine,,20200328,SAT,22.40.51,1.0,
Migraine,,20200328,SAT,22.40.52,1.0,
Migraine,,20200328,SAT,22.40.52,1.0,
Migraine,,20200410,FRI,9.19.55,1.0,
Migraine,,20200707,TUE,12.0.0,1.0,
Migraine,,20200708,WED,15.39.48,1.0,
Migraine,,20200716,THU,12.0.0,1.0,
Migraine,,20200717,FRI,12.54.58,1.0,
Migraine,,20200721,TUE,12.0.0,1.0,
Migraine,,20200731,FRI,12.0.0,1.0,
Migraine,,20200821,FRI,15.24.8,1.0,
Migraine,,20200826,WED,8.18.45,1.0,
Migraine,,20200826,WED,12.0.0,1.0,
Migraine,,20200905,SAT,12.0.0,1.0,
Migraine,,20200910,THU,21.44.10,1.0,
Migraine,,20201006,TUE,21.6.4,1.0,
Migraine,,20201007,WED,23.0.26,1.0,
Migraine,,20201015,THU,9.20.25,1.0,
Migraine,,20201021,WED,19.41.24,1.0,
Migraine,,20201025,SUN,8.10.57,1.0,
Migraine,,20201030,FRI,12.0.0,1.0,
Migraine,,20201101,SUN,12.0.0,1.0,
Migraine,,20201106,FRI,9.36.21,1.0,
Migraine,,20201111,WED,6.36.27,1.0,
Migraine,,20201119,THU,8.41.58,1.0,
Migraine,,20201120,FRI,7.52.45,1.0,
Migraine,,20201203,THU,12.0.0,1.0,
Migraine,,20201209,WED,22.26.54,1.0,
Migraine,,20200410,FRI,9.19.55,1.0,
Migraine,,20200707,TUE,12.0.0,1.0,
Migraine,,20200708,WED,15.39.48,1.0,
Migraine,,20200716,THU,12.0.0,1.0,
Migraine,,20200717,FRI,12.54.58,1.0,
Migraine,,20200721,TUE,12.0.0,1.0,
Migraine,,20200731,FRI,12.0.0,1.0,
Migraine,,20200821,FRI,15.24.8,1.0,
Migraine,,20200826,WED,8.18.45,1.0,
Migraine,,20200826,WED,12.0.0,1.0,
Migraine,,20200905,SAT,12.0.0,1.0,
Migraine,,20200910,THU,21.44.10,1.0,
Migraine,,20201006,TUE,21.6.4,1.0,
Migraine,,20201007,WED,23.0.26,1.0,
Migraine,,20201015,THU,9.20.25,1.0,
Migraine,,20201021,WED,19.41.24,1.0,
Migraine,,20201025,SUN,8.10.57,1.0,
Migraine,,20201030,FRI,12.0.0,1.0,
Migraine,,20201101,SUN,12.0.0,1.0,
Migraine,,20201106,FRI,9.36.21,1.0,
Migraine,,20201111,WED,6.36.27,1.0,
Migraine,,20201119,THU,8.41.58,1.0,
Migraine,,20201120,FRI,7.52.45,1.0,
Migraine,,20201203,THU,12.0.0,1.0,
Migraine,,20201209,WED,22.26.54,1.0,
Migraine,,20201225,FRI,16.7.33,1.0,
Migraine,,20201226,SAT,12.0.0,1.0,
Migraine,,20201227,SUN,15.54.43,1.0,
Migraine,,20201230,WED,12.0.0,1.0,
Migraine,,20210105,TUE,12.0.0,1.0,
Migraine,,20210113,WED,9.57.32,1.0,
Migraine,,20210118,MON,7.45.58,1.0,
Migraine,,20210123,SAT,10.40.18,1.0,
Migraine,,20210129,FRI,10.34.37,1.0,
Migraine,,20210227,SAT,12.0.0,1.0,
Migraine,,20210304,THU,12.0.0,1.0,
Migraine,,20210310,WED,6.17.17,1.0,
Migraine,,20210313,SAT,14.9.3,1.0,
Migraine,,20210315,MON,14.40.24,1.0,
Migraine,,20210320,SAT,12.0.0,1.0,
Migraine,,20210503,MON,12.0.0,1.0,
Migraine,,20210508,SAT,12.0.0,1.0,
Migraine,,20210513,THU,22.49.8,1.0,
Migraine,,20210514,FRI,5.40.11,1.0,
Migraine,,20210515,SAT,8.3.49,1.0,
Migraine,,20210529,SAT,10.1.32,1.0,
Migraine,,20210601,TUE,12.0.0,1.0,
Migraine,,20210601,TUE,12.0.0,1.0,
Migraine,,20210602,WED,12.0.0,1.0,
Migraine,,20210613,SUN,12.0.0,1.0,
Migraine,,20210624,THU,12.0.0,1.0,
Migraine,,20201226,SAT,12.0.0,1.0,
Migraine,,20201227,SUN,15.54.43,1.0,
Migraine,,20201230,WED,12.0.0,1.0,
Migraine,,20210105,TUE,12.0.0,1.0,
Migraine,,20210113,WED,9.57.32,1.0,
Migraine,,20210118,MON,7.45.58,1.0,
Migraine,,20210123,SAT,10.40.18,1.0,
Migraine,,20210129,FRI,10.34.37,1.0,
Migraine,,20210227,SAT,12.0.0,1.0,
Migraine,,20210304,THU,12.0.0,1.0,
Migraine,,20210310,WED,6.17.17,1.0,
Migraine,,20210313,SAT,14.9.3,1.0,
Migraine,,20210315,MON,14.40.24,1.0,
Migraine,,20210320,SAT,12.0.0,1.0,
Migraine,,20210503,MON,12.0.0,1.0,
Migraine,,20210508,SAT,12.0.0,1.0,
Migraine,,20210513,THU,22.49.8,1.0,
Migraine,,20210514,FRI,5.40.11,1.0,
Migraine,,20210515,SAT,8.3.49,1.0,
Migraine,,20210529,SAT,10.1.32,1.0,
Migraine,,20210601,TUE,12.0.0,1.0,
Migraine,,20210601,TUE,12.0.0,1.0,
Migraine,,20210602,WED,12.0.0,1.0,
Migraine,,20210613,SUN,12.0.0,1.0,
Migraine,,20210624,THU,12.0.0,1.0,
Migraine,,20210629,TUE,8.7.38,1.0,
Migraine,,20210709,FRI,8.26.57,1.0,
Migraine,,20210717,SAT,12.0.0,1.0,
Migraine,,20210726,MON,12.0.0,1.0,
Migraine,,20210731,SAT,10.36.8,1.0,
Migraine,,20210809,MON,7.17.53,1.0,
Migraine,,20210810,TUE,12.0.0,1.0,
Migraine,,20210823,MON,12.0.0,1.0,
Migraine,,20210824,TUE,12.0.0,1.0,
Migraine,,20210906,MON,7.45.29,1.0,
Migraine,,20210913,MON,9.50.19,1.0,
Migraine,,20210917,FRI,12.0.0,1.0,
Migraine,,20210921,TUE,12.0.0,1.0,
Migraine,,20210925,SAT,8.4.53,1.0,
Migraine,,20210927,MON,6.56.25,1.0,
Migraine,,20211002,SAT,7.25.45,1.0,
Migraine,,20211007,THU,7.8.1,1.0,
Migraine,,20211012,TUE,8.47.15,1.0,
Migraine,,20211018,MON,8.57.7,1.0,
Migraine,,20211025,MON,13.52.23,1.0,
Migraine,,20211030,SAT,12.27.12,1.0,
Migraine,,20211106,SAT,12.0.0,1.0,
Migraine,,20211107,SUN,12.0.0,1.0,
Migraine,,20211108,MON,12.0.0,1.0,
Migraine,,20211109,TUE,12.0.0,1.0,
Migraine,,20211110,WED,12.0.0,1.0,
Migraine,,20210709,FRI,8.26.57,1.0,
Migraine,,20210717,SAT,12.0.0,1.0,
Migraine,,20210726,MON,12.0.0,1.0,
Migraine,,20210731,SAT,10.36.8,1.0,
Migraine,,20210809,MON,7.17.53,1.0,
Migraine,,20210810,TUE,12.0.0,1.0,
Migraine,,20210823,MON,12.0.0,1.0,
Migraine,,20210824,TUE,12.0.0,1.0,
Migraine,,20210906,MON,7.45.29,1.0,
Migraine,,20210913,MON,9.50.19,1.0,
Migraine,,20210917,FRI,12.0.0,1.0,
Migraine,,20210921,TUE,12.0.0,1.0,
Migraine,,20210925,SAT,8.4.53,1.0,
Migraine,,20210927,MON,6.56.25,1.0,
Migraine,,20211002,SAT,7.25.45,1.0,
Migraine,,20211007,THU,7.8.1,1.0,
Migraine,,20211012,TUE,8.47.15,1.0,
Migraine,,20211018,MON,8.57.7,1.0,
Migraine,,20211025,MON,13.52.23,1.0,
Migraine,,20211030,SAT,12.27.12,1.0,
Migraine,,20211106,SAT,12.0.0,1.0,
Migraine,,20211107,SUN,12.0.0,1.0,
Migraine,,20211108,MON,12.0.0,1.0,
Migraine,,20211109,TUE,12.0.0,1.0,
Migraine,,20211110,WED,12.0.0,1.0,
Migraine,,20211113,SAT,12.0.0,1.0,
Migraine,,20211118,THU,12.0.0,1.0,
Migraine,,20211123,TUE,11.30.50,1.0,
Migraine,,20211130,TUE,12.0.0,1.0,
Migraine,,20211204,SAT,8.10.56,1.0,
Migraine,,20211220,MON,12.0.0,1.0,
Migraine,,20211221,TUE,12.0.0,1.0,
Migraine,,20211230,THU,11.45.47,1.0,
Migraine,,20211231,FRI,23.22.6,1.0,
Migraine,,20220108,SAT,20.52.46,1.0,
Migraine,,20220109,SUN,12.0.0,1.0,
Migraine,,20220114,FRI,12.0.0,1.0,
Migraine,,20220115,SAT,12.0.0,1.0,
Migraine,,20220118,TUE,9.30.54,1.0,
Migraine,,20220122,SAT,12.0.0,1.0,
Migraine,,20220123,SUN,12.0.0,1.0,
Migraine,,20220127,THU,23.25.49,1.0,
Migraine,,20220129,SAT,12.0.0,1.0,
Migraine,,20220204,FRI,10.43.19,1.0,
Migraine,,20220205,SAT,9.54.42,1.0,
Migraine,,20220209,WED,12.0.0,1.0,
Migraine,,20220218,FRI,4.58.17,1.0,
Migraine,,20220223,WED,18.54.24,1.0,
Migraine,,20220312,SAT,12.24.28,1.0,
Migraine,,20220408,FRI,18.42.15,1.0,
Migraine,,20211113,SAT,12.0.0,1.0,
Migraine,,20211118,THU,12.0.0,1.0,
Migraine,,20211123,TUE,11.30.50,1.0,
Migraine,,20211130,TUE,12.0.0,1.0,
Migraine,,20211204,SAT,8.10.56,1.0,
Migraine,,20211220,MON,12.0.0,1.0,
Migraine,,20211221,TUE,12.0.0,1.0,
Migraine,,20211230,THU,11.45.47,1.0,
Migraine,,20211231,FRI,23.22.6,1.0,
Migraine,,20220108,SAT,20.52.46,1.0,
Migraine,,20220109,SUN,12.0.0,1.0,
Migraine,,20220114,FRI,12.0.0,1.0,
Migraine,,20220115,SAT,12.0.0,1.0,
Migraine,,20220118,TUE,9.30.54,1.0,
Migraine,,20220122,SAT,12.0.0,1.0,
Migraine,,20220123,SUN,12.0.0,1.0,
Migraine,,20220127,THU,23.25.49,1.0,
Migraine,,20220129,SAT,12.0.0,1.0,
Migraine,,20220204,FRI,10.43.19,1.0,
Migraine,,20220205,SAT,9.54.42,1.0,
Migraine,,20220209,WED,12.0.0,1.0,
Migraine,,20220218,FRI,4.58.17,1.0,
Migraine,,20220223,WED,18.54.24,1.0,
Migraine,,20220312,SAT,12.24.28,1.0,
Migraine,,20220408,FRI,18.42.15,1.0,
Migraine,,20220414,THU,4.0.0,1.0,
Migraine,,20220415,FRI,4.0.0,1.0,
Migraine,,20220416,SAT,4.0.0,1.0,
Migraine,,20220420,WED,4.0.0,1.0,
